Age,Gender,Salary,Department,JobRole,Overtime,Experience,WorkLifeBalance,JobSatisfaction,Attrition
40,Female,100096,Support,Executive,Yes,4,2,3,No
24,Female,43997,IT,Lead,No,8,1,1,Yes
34,Male,86876,HR,Manager,Yes,12,4,2,No
49,Female,130233,Support,Director,Yes,6,2,4,No
41,Male,142660,IT,Manager,Yes,3,4,5,Yes
49,Male,46013,IT,Lead,Yes,6,3,5,No
29,Female,52862,IT,Lead,No,0,1,3,No
22,Male,72448,Support,Executive,Yes,14,3,4,No
24,Male,107818,HR,Associate,Yes,14,3,1,Yes
34,Male,143828,Management,Manager,Yes,17,2,5,Yes
49,Female,65608,Management,Lead,Yes,14,1,2,No
46,Male,104612,Support,Executive,No,2,3,2,No
54,Male,138849,Support,Associate,Yes,4,1,3,No
59,Male,134060,Sales,Developer,No,4,4,5,No
27,Male,60894,HR,Lead,Yes,15,2,3,No
53,Female,105201,IT,Associate,Yes,22,3,4,Yes
42,Female,70649,IT,Developer,No,24,4,2,No
37,Male,82104,Management,Director,Yes,9,4,2,Yes
42,Female,96459,Support,Developer,Yes,24,2,3,No
32,Female,59821,HR,Executive,Yes,21,4,4,No
58,Male,67940,Management,Manager,Yes,22,4,1,No
57,Female,141402,HR,Lead,Yes,12,3,4,No
56,Female,30935,Support,Associate,No,14,4,3,No
40,Male,109577,IT,Director,Yes,7,2,3,No
41,Male,32467,Sales,Director,Yes,19,4,4,No
39,Female,31073,HR,Developer,Yes,6,1,3,Yes
35,Female,142691,IT,Director,No,13,4,2,No
36,Female,27691,HR,Manager,No,5,4,3,Yes
52,Female,66538,HR,Developer,No,7,4,1,Yes
22,Male,44490,HR,Lead,Yes,14,4,2,Yes
24,Male,35688,Support,Lead,Yes,16,3,5,Yes
37,Male,118505,Management,Director,Yes,4,3,2,No
44,Male,70650,HR,Executive,Yes,11,1,2,No
32,Male,33829,Support,Lead,Yes,12,3,2,Yes
33,Female,23086,Sales,Lead,No,2,2,4,No
31,Female,129609,Management,Lead,Yes,24,3,5,No
53,Male,22590,Support,Manager,No,24,3,1,No
37,Male,59893,Sales,Associate,No,18,3,2,Yes
29,Male,93396,Management,Associate,No,14,2,4,No
59,Female,149797,Support,Director,Yes,17,1,3,No
33,Female,58176,Sales,Lead,Yes,20,4,5,No
45,Female,87484,Support,Associate,No,19,2,1,Yes
49,Male,146484,Sales,Director,No,6,2,5,No
29,Male,122267,HR,Lead,No,13,3,1,No
49,Male,118997,HR,Associate,No,23,3,1,Yes
57,Male,46295,Management,Associate,No,19,1,3,No
47,Male,58131,Sales,Director,Yes,18,3,1,Yes
29,Female,64893,HR,Developer,No,24,2,3,No
49,Male,31924,Management,Director,No,23,3,2,No
49,Female,124191,IT,Manager,Yes,10,3,5,No
58,Female,30851,HR,Developer,No,6,1,1,No
57,Female,27734,HR,Developer,No,10,2,3,No
48,Female,62681,Support,Associate,No,7,2,2,No
38,Female,134495,IT,Executive,No,23,4,5,Yes
30,Male,140405,Sales,Executive,Yes,9,4,2,Yes
54,Male,25293,Management,Manager,Yes,23,1,4,No
41,Male,73203,IT,Lead,No,10,2,5,No
34,Female,132149,Sales,Associate,No,0,2,3,No
49,Female,33820,HR,Manager,No,19,3,1,No
50,Female,87827,Management,Developer,No,9,1,3,No
34,Female,67163,Management,Associate,Yes,6,1,3,No
56,Female,32391,IT,Developer,Yes,21,4,3,Yes
27,Female,121002,Support,Manager,Yes,2,4,5,Yes
39,Male,129870,Sales,Executive,No,18,3,5,No
26,Female,148670,IT,Manager,Yes,3,4,4,Yes
46,Female,61970,Support,Director,No,5,1,2,Yes
23,Male,66823,Support,Associate,No,0,1,3,No
31,Female,50796,Support,Associate,Yes,3,4,4,No
51,Male,119345,Management,Lead,No,24,3,4,Yes
26,Male,136245,Sales,Executive,Yes,6,3,5,No
54,Male,103127,Sales,Associate,Yes,10,4,2,No
22,Female,128176,IT,Executive,No,5,2,4,No
39,Male,56389,HR,Associate,Yes,4,2,1,Yes
53,Male,23352,IT,Executive,No,11,4,4,No
32,Female,142143,Sales,Director,No,1,3,5,No
42,Male,103598,Management,Manager,Yes,17,4,3,No
47,Female,48172,IT,Executive,Yes,21,4,5,No
46,Female,30937,HR,Developer,Yes,8,1,5,No
43,Male,113657,IT,Director,Yes,13,3,2,No
48,Female,145873,Support,Manager,Yes,11,3,1,No
34,Female,100138,HR,Associate,No,8,3,1,No
54,Male,127276,Support,Associate,No,0,4,2,No
55,Male,108672,Management,Lead,Yes,6,2,2,No
56,Male,86481,Sales,Director,Yes,6,4,4,Yes
22,Male,105348,IT,Developer,Yes,9,3,1,No
42,Female,93509,IT,Director,No,1,1,5,No
27,Male,43552,Support,Lead,No,3,3,4,No
49,Male,34118,Support,Director,No,7,3,1,No
38,Male,31290,Sales,Manager,Yes,21,3,3,Yes
26,Female,45123,IT,Lead,No,13,4,5,No
52,Female,101919,Sales,Manager,Yes,12,2,5,No
26,Female,79551,Support,Lead,Yes,15,1,4,No
59,Female,72136,Support,Executive,Yes,6,1,1,Yes
24,Female,83886,HR,Manager,No,9,2,2,No
44,Male,137278,Support,Manager,No,10,2,3,Yes
58,Female,95902,Support,Executive,Yes,10,2,5,Yes
58,Female,87333,Sales,Executive,Yes,5,1,2,No
31,Female,111992,HR,Developer,Yes,24,1,2,Yes
31,Male,64016,HR,Executive,No,11,3,2,No
40,Male,41427,IT,Lead,No,9,4,2,No
38,Female,22257,Management,Executive,Yes,8,4,4,Yes
42,Male,87733,IT,Executive,Yes,21,4,5,No
35,Female,28222,IT,Manager,Yes,5,1,2,Yes
30,Male,45187,IT,Manager,Yes,8,2,2,Yes
22,Male,99688,HR,Director,No,24,1,1,No
34,Female,40781,Sales,Executive,No,2,1,5,No
25,Male,145890,Support,Developer,No,6,1,3,No
22,Female,121216,HR,Manager,Yes,2,1,2,No
53,Female,146682,Support,Lead,No,19,4,4,No
55,Female,31004,Support,Director,No,24,3,2,No
49,Male,127178,Management,Lead,No,7,2,2,No
52,Male,77600,IT,Executive,Yes,21,1,2,No
29,Female,45515,Management,Executive,No,21,2,5,Yes
47,Female,100952,IT,Developer,No,7,2,5,No
55,Male,91688,HR,Executive,Yes,12,1,2,No
24,Female,92708,Support,Director,Yes,1,3,4,No
33,Male,137582,Management,Associate,Yes,13,3,3,No
22,Male,23185,HR,Associate,Yes,4,4,1,Yes
26,Male,110888,HR,Executive,No,12,4,3,No
51,Female,137420,IT,Director,Yes,22,3,4,No
51,Female,143611,Support,Associate,No,12,1,4,No
38,Male,74476,IT,Lead,Yes,18,4,3,No
44,Female,116279,IT,Director,Yes,23,1,3,No
36,Female,51212,HR,Director,No,2,1,2,No
58,Male,112154,IT,Executive,Yes,13,1,3,Yes
42,Male,94697,Sales,Lead,Yes,3,1,3,Yes
35,Female,142537,Support,Lead,No,9,2,2,No
23,Male,68533,IT,Associate,No,5,2,4,No
32,Female,142982,IT,Developer,Yes,5,1,5,No
59,Male,103003,Management,Lead,Yes,1,3,2,No
55,Male,107125,Support,Associate,Yes,1,2,3,No
59,Female,57630,Support,Developer,No,18,1,1,No
55,Female,88606,IT,Director,No,2,1,3,No
39,Female,130244,Sales,Associate,Yes,19,4,1,Yes
51,Female,94099,Management,Associate,No,3,4,2,No
36,Female,110790,Sales,Executive,No,3,4,5,No
48,Male,133235,IT,Director,Yes,10,2,5,No
55,Male,148969,Support,Director,Yes,2,2,1,No
59,Female,36585,Support,Manager,Yes,16,4,4,Yes
54,Male,115833,Sales,Developer,Yes,8,4,1,Yes
45,Female,69240,HR,Associate,No,13,1,1,No
36,Male,34772,IT,Lead,Yes,1,3,2,Yes
51,Male,99991,Support,Lead,Yes,13,4,3,Yes
38,Female,91835,HR,Manager,No,2,1,4,No
26,Female,95724,Support,Developer,No,1,2,1,Yes
50,Female,130990,Support,Executive,No,21,4,2,No
25,Male,132315,HR,Developer,No,21,2,4,No
31,Female,110299,Sales,Lead,No,0,1,5,No
38,Female,118053,IT,Lead,No,3,4,5,No
31,Female,107091,HR,Executive,No,9,2,2,No
38,Female,114859,HR,Executive,Yes,14,1,4,Yes
41,Female,37938,Support,Lead,Yes,20,4,3,Yes
45,Female,41983,HR,Associate,No,11,3,2,Yes
26,Male,32874,IT,Associate,Yes,5,3,3,Yes
55,Male,110341,Sales,Executive,No,20,4,1,Yes
27,Male,80896,Sales,Director,Yes,2,4,3,No
23,Male,66209,Sales,Associate,No,2,1,2,Yes
34,Female,52822,IT,Executive,No,18,2,4,No
32,Female,40750,Support,Developer,No,21,2,3,No
44,Male,122335,IT,Developer,No,19,4,1,No
37,Male,62083,HR,Developer,No,3,3,4,No
52,Male,137828,Management,Executive,No,18,2,5,No
32,Female,142766,Management,Executive,Yes,13,4,5,Yes
37,Female,47946,Management,Associate,Yes,3,2,4,No
29,Female,147945,Sales,Associate,Yes,7,1,2,Yes
25,Male,21552,IT,Associate,Yes,18,4,3,Yes
25,Male,115585,IT,Manager,Yes,18,3,3,No
46,Male,93331,Sales,Executive,Yes,21,3,4,No
24,Male,25271,HR,Director,No,0,1,3,No
53,Male,100201,Management,Developer,No,21,1,5,No
24,Female,85651,Management,Developer,Yes,14,3,4,No
48,Female,121917,Sales,Manager,No,10,3,3,No
50,Female,48994,Management,Manager,Yes,8,1,1,Yes
53,Female,47186,Support,Developer,Yes,2,3,2,Yes
40,Female,50267,IT,Executive,No,17,3,1,No
42,Male,59140,Management,Developer,No,18,2,1,No
26,Female,134434,Management,Developer,Yes,15,3,3,No
39,Male,44935,Support,Director,No,15,1,4,No
49,Female,51748,HR,Manager,No,2,2,5,No
43,Male,110139,HR,Manager,Yes,17,2,4,No
42,Male,23837,Support,Associate,Yes,12,3,3,Yes
27,Male,84875,HR,Manager,Yes,19,2,3,No
22,Male,121837,Sales,Director,Yes,7,4,5,No
26,Male,82694,Support,Director,No,6,1,1,No
33,Male,29610,IT,Developer,Yes,24,1,1,Yes
47,Female,48615,IT,Director,No,23,3,4,No
55,Male,96644,IT,Associate,No,22,3,2,Yes
35,Male,124135,Management,Developer,Yes,21,1,3,Yes
47,Female,42347,Support,Executive,No,18,1,5,No
48,Male,54062,Support,Executive,Yes,19,3,4,No
30,Female,75122,HR,Manager,No,23,1,5,Yes
47,Female,68431,Support,Associate,No,11,3,1,No
43,Male,93086,Support,Director,No,17,2,1,No
51,Male,48205,HR,Lead,Yes,14,4,4,Yes
38,Female,38459,Support,Executive,No,11,4,2,Yes
47,Male,132134,Support,Director,Yes,5,4,1,No
57,Female,131335,Sales,Executive,No,16,2,5,Yes
22,Male,43750,HR,Executive,Yes,22,3,3,Yes
29,Female,130173,Sales,Executive,No,3,3,3,No
56,Male,47729,Management,Manager,No,11,3,2,No
36,Male,139895,HR,Associate,No,16,1,4,No
43,Female,58585,Support,Executive,Yes,20,4,2,No
35,Female,103698,Support,Director,No,4,3,5,No
47,Female,65635,Sales,Director,Yes,5,3,2,Yes
49,Female,64854,Sales,Manager,No,14,2,3,No
44,Male,96226,Management,Associate,Yes,7,3,1,No
35,Female,49104,Management,Associate,No,19,4,1,No
45,Female,102293,Support,Lead,No,15,3,4,No
23,Male,34770,IT,Developer,No,12,2,5,Yes
47,Male,148186,Management,Executive,Yes,22,4,4,Yes
35,Female,148750,Support,Manager,Yes,14,1,2,No
28,Male,132633,Management,Associate,No,19,3,2,No
24,Female,142245,HR,Lead,Yes,12,3,2,No
44,Male,95993,Sales,Developer,Yes,14,3,5,No
39,Female,144011,Support,Associate,No,1,3,1,No
59,Male,128338,Management,Associate,No,23,2,3,Yes
56,Female,37957,Sales,Executive,No,20,2,3,Yes
36,Female,75178,IT,Developer,No,19,4,2,No
46,Male,115155,Management,Developer,Yes,17,2,2,No
58,Male,40828,Support,Manager,Yes,6,3,2,Yes
49,Female,37171,HR,Lead,No,20,4,5,No
31,Female,119849,Sales,Director,Yes,8,1,3,No
38,Male,81465,Sales,Manager,Yes,6,4,4,Yes
43,Male,131663,HR,Lead,Yes,8,3,1,No
47,Male,33146,Support,Manager,No,11,3,4,No
46,Male,143249,IT,Lead,No,9,1,1,No
38,Male,148611,HR,Director,No,9,3,5,No
34,Male,66266,IT,Executive,No,12,4,1,No
41,Male,148523,Support,Lead,No,4,2,5,No
46,Male,65939,Management,Director,Yes,21,2,3,No
25,Male,34202,Management,Manager,No,7,4,1,No
31,Female,57142,Support,Developer,No,9,4,2,No
24,Male,83828,IT,Associate,Yes,5,4,2,No
39,Male,107367,HR,Director,No,10,1,5,No
57,Female,79046,Support,Director,Yes,3,2,3,Yes
43,Female,29849,Support,Director,Yes,1,1,5,Yes
55,Female,79272,Management,Lead,No,5,1,4,No
29,Female,40439,HR,Lead,Yes,12,3,4,No
40,Female,102526,Management,Developer,Yes,11,2,4,Yes
58,Female,98872,IT,Executive,Yes,13,1,2,No
27,Male,55344,IT,Manager,No,24,4,4,No
47,Female,108489,Sales,Executive,Yes,7,4,1,No
55,Female,73276,Support,Lead,Yes,2,4,4,Yes
27,Female,25051,HR,Lead,Yes,4,3,2,Yes
58,Male,69474,HR,Director,Yes,21,1,1,Yes
54,Female,95604,Management,Director,Yes,6,2,3,No
43,Male,149336,Management,Executive,No,17,2,5,No
42,Female,36967,HR,Manager,Yes,5,3,5,No
27,Female,41773,Management,Lead,Yes,17,4,1,Yes
27,Male,129305,Sales,Lead,No,7,4,1,No
25,Male,116550,Support,Executive,Yes,6,1,5,No
51,Female,94383,Sales,Associate,Yes,1,2,5,Yes
32,Male,90417,IT,Director,Yes,3,2,1,No
51,Male,61182,HR,Developer,No,22,4,5,No
52,Female,136810,Sales,Lead,No,8,4,3,No
45,Female,83589,Sales,Manager,No,15,2,4,Yes
30,Female,93235,Management,Associate,Yes,18,2,4,Yes
24,Male,44180,Management,Executive,Yes,9,2,3,Yes
52,Female,134349,Management,Executive,No,7,1,4,No
58,Female,84372,IT,Manager,No,15,1,4,No
57,Male,71372,Sales,Director,No,24,4,4,No
45,Male,123427,Support,Director,No,7,3,2,No
52,Female,134515,Management,Associate,No,19,4,3,No
27,Male,89086,IT,Manager,Yes,3,2,5,Yes
23,Female,42163,IT,Lead,Yes,22,3,1,Yes
41,Male,128938,Management,Associate,Yes,19,1,3,No
49,Female,83089,HR,Developer,Yes,12,4,3,No
32,Male,139616,Sales,Developer,Yes,9,1,2,No
25,Male,115211,Management,Manager,Yes,22,3,2,No
36,Male,130481,Support,Developer,Yes,24,1,4,No
27,Male,52934,Sales,Manager,Yes,8,2,2,Yes
51,Female,75595,IT,Lead,Yes,24,2,5,No
59,Male,46592,Support,Director,No,11,1,5,No
23,Female,126613,Sales,Lead,Yes,14,4,4,Yes
36,Male,43039,Support,Manager,Yes,21,2,2,Yes
32,Male,84099,IT,Lead,Yes,0,3,4,Yes
29,Female,128305,Management,Developer,No,11,4,1,Yes
47,Male,109262,Support,Lead,No,23,1,2,No
26,Male,120510,Management,Developer,Yes,13,3,2,No
27,Female,148383,IT,Director,Yes,21,1,2,No
47,Male,54018,IT,Director,Yes,22,4,2,Yes
25,Female,73158,Support,Developer,Yes,1,2,5,No
40,Male,145989,Support,Executive,No,2,2,4,No
41,Male,24558,IT,Lead,No,5,2,5,No
54,Male,52174,Support,Lead,Yes,18,2,4,No
41,Female,115941,Support,Manager,No,20,3,1,No
33,Male,62631,Support,Manager,No,12,3,2,No
22,Male,87687,Support,Associate,No,19,4,3,No
47,Male,123381,Sales,Developer,No,20,4,5,No
35,Male,35552,IT,Director,Yes,7,4,3,Yes
59,Male,55065,IT,Director,No,3,1,1,No
58,Male,127532,HR,Executive,No,24,2,3,No
32,Male,22614,Management,Developer,Yes,18,2,1,Yes
57,Male,54647,HR,Lead,Yes,6,4,5,Yes
34,Male,77940,Support,Associate,Yes,6,4,1,No
24,Female,20620,Support,Developer,Yes,0,3,5,No
54,Male,43082,Sales,Associate,No,18,2,5,No
27,Female,41891,Sales,Developer,Yes,16,2,3,Yes
31,Female,126566,Sales,Lead,No,7,2,4,No
26,Female,82395,Sales,Lead,Yes,20,3,4,No
44,Male,70955,Sales,Developer,No,14,4,4,No
31,Female,52314,Sales,Director,Yes,19,3,2,No
23,Female,43500,Sales,Director,Yes,18,4,3,Yes
34,Female,73685,Sales,Executive,No,6,4,1,No
23,Male,143947,Sales,Lead,Yes,23,4,4,Yes
41,Female,84783,IT,Manager,Yes,23,4,3,No
22,Male,120229,Sales,Executive,Yes,12,2,2,No
58,Female,70189,Management,Developer,Yes,0,3,3,Yes
30,Female,113554,Sales,Executive,Yes,6,2,1,No
38,Male,39567,Support,Manager,Yes,4,1,4,No
30,Male,45978,Support,Lead,Yes,17,2,1,Yes
32,Female,96089,Sales,Lead,Yes,7,4,2,Yes
36,Female,29630,Sales,Director,Yes,14,4,1,Yes
45,Female,32003,Support,Lead,Yes,17,4,2,Yes
59,Male,61444,Management,Director,No,5,2,1,No
56,Male,106184,HR,Manager,No,4,4,2,No
51,Female,51607,IT,Executive,No,21,1,3,No
52,Female,123202,Support,Developer,No,10,2,3,No
26,Male,44821,Sales,Developer,Yes,7,2,3,Yes
35,Male,34601,IT,Executive,No,8,1,3,No
32,Female,65904,Sales,Lead,Yes,12,2,1,Yes
30,Male,132882,HR,Director,Yes,2,4,5,No
55,Female,91657,HR,Developer,No,2,4,2,Yes
33,Male,58557,Support,Lead,Yes,6,1,2,No
56,Female,72523,IT,Associate,No,2,1,5,Yes
56,Female,101846,IT,Associate,No,10,2,2,No
22,Female,70502,HR,Developer,No,13,2,2,No
43,Male,143409,Sales,Executive,No,20,2,3,No
50,Female,42098,Support,Executive,Yes,9,4,2,Yes
29,Female,65902,Management,Executive,No,19,1,2,No
32,Male,138502,HR,Lead,No,8,4,4,Yes
58,Female,109067,HR,Associate,Yes,11,1,2,No
35,Female,59253,Support,Lead,No,7,3,5,No
51,Female,95516,Sales,Manager,Yes,11,1,2,No
56,Male,144582,IT,Manager,No,8,3,5,No
42,Male,121929,HR,Developer,No,21,1,2,Yes
58,Male,64280,Support,Manager,Yes,17,4,5,Yes
26,Male,28951,Support,Executive,Yes,23,2,2,Yes
40,Female,28117,Support,Developer,Yes,16,2,2,Yes
35,Male,45979,IT,Associate,No,10,2,4,Yes
47,Male,94525,HR,Director,No,20,3,4,No
25,Male,36915,Support,Associate,No,1,2,2,No
46,Female,79261,IT,Manager,Yes,22,4,4,No
46,Female,115071,Sales,Manager,Yes,20,4,1,No
39,Female,117660,Management,Associate,No,18,1,1,Yes
29,Male,138825,HR,Manager,Yes,13,2,3,No
35,Female,129912,IT,Manager,No,22,4,3,No
53,Female,118902,Management,Lead,No,2,2,1,No
59,Male,92964,Management,Director,Yes,5,1,3,No
54,Female,110417,IT,Director,Yes,3,3,2,No
44,Male,90440,IT,Associate,No,11,4,2,Yes
36,Male,55677,IT,Associate,Yes,1,4,3,Yes
54,Female,131855,Support,Manager,No,24,2,1,No
46,Male,69830,Sales,Executive,Yes,5,3,5,No
38,Male,72536,Support,Lead,Yes,4,4,2,No
54,Male,28922,Management,Executive,Yes,4,3,4,No
23,Male,116696,Management,Manager,No,7,2,5,Yes
35,Male,87561,Management,Associate,No,4,1,4,No
27,Male,33220,IT,Executive,No,23,4,2,No
27,Female,65958,HR,Director,No,7,3,3,No
24,Male,73380,Support,Developer,Yes,0,1,4,No
28,Male,22766,HR,Executive,Yes,19,3,1,Yes
29,Male,104018,Sales,Associate,No,8,2,4,Yes
36,Male,141449,Sales,Director,No,13,1,1,No
50,Female,53159,Support,Manager,No,1,4,5,Yes
54,Female,30935,Management,Executive,Yes,10,4,5,No
51,Male,23784,Sales,Manager,Yes,3,1,3,Yes
48,Female,108586,HR,Lead,Yes,3,3,1,Yes
57,Male,40221,HR,Developer,No,16,1,3,Yes
50,Male,49179,IT,Associate,No,15,2,4,No
59,Male,38069,Management,Associate,Yes,6,4,3,Yes
54,Male,141185,IT,Manager,No,11,1,4,No
58,Female,55682,Support,Developer,No,16,4,5,Yes
48,Female,76268,Sales,Director,Yes,4,1,3,No
54,Male,111530,IT,Associate,No,7,3,5,No
25,Male,131547,IT,Executive,Yes,19,4,4,No
43,Female,114303,Support,Associate,No,4,1,1,No
23,Female,147081,HR,Executive,No,10,1,2,No
31,Male,97818,HR,Associate,No,18,2,4,Yes
26,Female,40110,Support,Executive,Yes,20,4,4,Yes
31,Male,131269,HR,Lead,Yes,18,1,2,No
54,Female,51232,Support,Manager,No,3,2,2,No
59,Female,146509,HR,Director,No,10,1,5,No
34,Female,64273,Support,Director,Yes,18,4,4,No
52,Female,90487,HR,Lead,No,4,1,4,No
57,Male,75210,IT,Director,No,1,4,3,No
45,Male,93191,IT,Executive,Yes,24,4,2,No
36,Female,49461,HR,Director,No,18,2,1,No
50,Male,24610,Support,Manager,No,16,1,4,Yes
29,Female,76973,IT,Developer,No,20,4,3,No
26,Female,117153,Sales,Executive,No,19,1,1,No
50,Male,103004,HR,Director,Yes,17,3,5,No
25,Male,27583,Sales,Associate,Yes,14,3,3,Yes
33,Male,45583,Sales,Associate,Yes,15,1,1,Yes
23,Female,37701,Management,Developer,No,11,2,4,No
48,Male,26880,Sales,Lead,Yes,7,3,3,Yes
52,Male,120653,Sales,Executive,No,24,4,2,Yes
57,Male,109257,Management,Associate,No,5,1,1,No
57,Male,71845,Management,Manager,No,23,4,4,No
47,Female,125512,Management,Developer,Yes,17,4,3,No
48,Female,112390,Support,Lead,No,10,3,1,No
26,Female,132024,Management,Lead,No,5,4,5,No
41,Female,92417,Support,Manager,No,16,1,5,No
32,Female,23722,HR,Director,Yes,9,2,2,Yes
31,Female,40077,Support,Manager,No,18,3,3,No
59,Female,100868,HR,Director,Yes,14,3,3,No
27,Male,139080,Management,Developer,Yes,15,1,2,No
29,Female,147430,Management,Manager,No,22,2,3,No
44,Female,125528,HR,Associate,No,16,2,5,No
47,Female,33229,IT,Lead,Yes,21,4,5,No
33,Female,93338,Support,Director,Yes,6,2,2,No
47,Male,81679,Sales,Manager,Yes,18,1,4,No
34,Female,107637,Management,Executive,Yes,7,2,2,No
39,Female,31439,Support,Manager,No,7,2,5,No
46,Male,55902,Support,Director,No,4,4,2,No
54,Female,22598,Management,Lead,Yes,10,4,5,No
33,Female,112297,HR,Associate,Yes,1,1,4,No
57,Female,24052,Management,Manager,Yes,17,2,5,No
25,Female,32741,Support,Associate,No,20,2,3,No
26,Female,89360,IT,Executive,Yes,3,3,1,No
58,Female,56288,HR,Director,Yes,11,2,4,No
29,Female,21249,Management,Lead,Yes,3,3,1,Yes
49,Male,42970,Sales,Developer,Yes,4,4,4,No
52,Male,35565,Management,Lead,Yes,16,4,4,Yes
30,Female,76995,Support,Director,Yes,22,4,4,No
50,Male,103994,Support,Developer,Yes,18,3,4,No
35,Female,71656,Sales,Developer,Yes,9,3,5,No
43,Male,82134,HR,Lead,No,13,3,3,No
32,Female,65765,Support,Director,No,14,2,5,No
44,Male,22014,HR,Developer,No,13,4,5,No
22,Female,90480,HR,Director,Yes,15,3,3,No
58,Male,119252,Management,Associate,No,7,4,4,Yes
42,Male,134794,HR,Executive,Yes,8,3,3,No
47,Female,128987,Support,Manager,No,7,3,1,No
57,Female,34012,Support,Director,Yes,10,4,3,Yes
44,Male,149059,IT,Director,No,11,2,5,No
22,Male,122996,HR,Developer,No,13,1,4,No
36,Female,77498,IT,Director,Yes,17,3,5,No
42,Male,88776,Management,Director,No,22,4,1,No
30,Female,143675,IT,Developer,No,11,4,4,No
30,Male,81711,HR,Lead,No,3,3,2,No
31,Male,62530,Support,Director,No,12,4,5,No
47,Female,99267,Management,Associate,Yes,20,1,5,No
56,Female,139991,HR,Manager,Yes,15,2,3,No
46,Female,38018,Management,Director,Yes,9,3,4,No
47,Male,148236,Sales,Developer,Yes,20,4,5,No
32,Male,128434,HR,Associate,Yes,10,4,1,No
59,Male,37916,Sales,Manager,No,24,4,4,No
23,Female,60376,IT,Lead,Yes,11,2,4,No
28,Male,113140,HR,Director,Yes,17,4,3,No
39,Male,130713,Sales,Developer,Yes,1,3,5,No
48,Female,136128,Support,Lead,Yes,18,2,5,No
55,Male,85046,IT,Director,Yes,4,2,2,No
48,Male,78742,HR,Lead,Yes,19,3,2,Yes
38,Female,105566,HR,Developer,No,9,4,4,No
45,Female,97125,Support,Associate,No,15,3,5,No
46,Female,107519,Support,Associate,Yes,11,2,3,Yes
28,Female,32437,Sales,Lead,Yes,8,4,5,No
27,Female,82146,Sales,Lead,Yes,2,3,3,Yes
45,Female,47618,Sales,Director,No,0,1,2,No
54,Female,70767,Management,Executive,Yes,4,2,1,No
50,Female,29705,IT,Manager,No,7,4,5,No
43,Female,77146,HR,Director,No,16,1,2,Yes
47,Male,108216,IT,Lead,Yes,0,3,1,No
49,Female,100912,Support,Lead,No,12,4,1,No
42,Female,71750,IT,Manager,No,5,4,2,Yes
28,Male,110956,IT,Developer,Yes,14,1,2,No
38,Female,64379,Sales,Associate,No,6,1,2,Yes
41,Male,72682,Support,Developer,No,23,2,3,Yes
41,Male,84713,IT,Manager,Yes,7,1,4,Yes
43,Female,125894,HR,Manager,Yes,2,4,4,Yes
49,Male,137015,Sales,Executive,No,14,4,4,No
28,Female,124869,IT,Director,Yes,3,3,3,No
22,Female,76919,Support,Director,Yes,8,2,2,No
53,Male,80384,HR,Director,Yes,10,3,4,No
34,Male,71128,Support,Director,Yes,20,4,3,No
51,Male,21835,Support,Executive,No,13,3,3,No
44,Female,41283,Support,Associate,Yes,8,1,2,Yes
40,Female,69506,Management,Director,Yes,11,3,1,Yes
53,Male,128101,HR,Lead,Yes,4,4,3,No
51,Female,73625,Support,Manager,Yes,20,1,5,No
50,Female,55963,Management,Executive,No,24,4,3,No
50,Male,145007,Sales,Developer,No,5,2,1,Yes
51,Male,132172,Management,Director,No,18,2,1,No
37,Male,29179,Sales,Executive,No,4,1,5,No
40,Male,114440,Management,Developer,No,0,2,4,No
39,Male,126649,Support,Executive,Yes,24,2,3,No
22,Male,119210,Management,Developer,No,9,2,2,Yes
35,Male,31955,Management,Executive,Yes,13,2,2,Yes
23,Male,134072,Support,Executive,No,22,4,5,No
49,Male,27198,Sales,Director,Yes,16,1,1,Yes
51,Male,87156,Support,Associate,No,10,1,4,Yes
59,Female,64588,HR,Lead,Yes,3,4,3,Yes
25,Female,31766,Management,Manager,No,17,3,3,No
22,Male,116626,HR,Lead,Yes,18,3,3,No
29,Female,73570,Support,Associate,No,3,2,2,Yes
50,Female,126827,Support,Director,Yes,11,1,4,Yes
24,Female,89874,IT,Developer,No,13,1,5,No
53,Female,68679,HR,Lead,Yes,17,1,2,No
31,Female,135117,IT,Manager,Yes,0,3,1,No
31,Female,25301,HR,Director,No,19,2,4,No
40,Male,35144,IT,Manager,Yes,24,1,1,Yes
55,Male,33784,IT,Developer,No,10,3,3,No
54,Female,87959,HR,Manager,Yes,24,4,2,Yes
44,Female,28272,Support,Associate,Yes,24,1,4,No
49,Male,21573,Sales,Lead,No,18,4,2,No
53,Female,44419,Support,Manager,Yes,0,1,4,Yes
28,Female,102339,Sales,Lead,Yes,0,3,3,No
50,Female,118770,HR,Executive,Yes,2,3,4,No
